p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Farp1	1.15017752698183e-302	1.78925443491274	0.654	0.04	3.71334814586083e-298
Rpl12	3.08947504252428e-301	-0.837327422328038	0.998	1	9.97437017478962e-297
Timp2	2.68726641622412e-299	1.37999426821285	0.799	0.151	8.67583962477957e-295
Bcl11b	3.37142782048333e-296	-1.42838415765737	0.841	0.945	1.08846547184304e-291
St6gal1	6.24026649568579e-296	-1.76898449696368	0.231	0.738	2.01467003813216e-291
Tnfrsf1b	1.3411092455816e-293	1.29620412317078	0.735	0.097	4.32977119936021e-289
Tnfaip3	7.21795880218299e-292	1.45249507191405	0.9	0.313	2.33031799928478e-287
Atp2b4	3.42458231906693e-291	1.32889187336225	0.632	0.03	1.10562640171076e-286
Nrgn	7.11610815454285e-289	3.15900352723719	0.593	0.013	2.29743551769416e-284
Creb3l2	5.13873175186228e-285	1.70409488699499	0.663	0.06	1.65903954608874e-280
Dgka	6.45529012583717e-285	-1.42800949929623	0.734	0.917	2.08409041712653e-280
Ctsb	2.29237374936579e-284	1.20174897267549	0.794	0.148	7.40092864982746e-280
Odc1	8.62378549032018e-283	1.49029515510154	0.749	0.132	2.78418914554987e-278
Galnt10	6.45715921800381e-279	-1.67519170762017	0.175	0.66	2.08469385353253e-274
Raf1	4.93922273488204e-278	1.68918309663603	0.871	0.329	1.59462805995667e-273
Itgav	3.44370784338633e-277	1.84992063067389	0.786	0.191	1.11180107723728e-272
Chst11	6.63943614975665e-276	1.52280443480152	0.605	0.03	2.14354196094893e-271
Ctsw	9.68572855252922e-276	1.46996946923155	0.654	0.066	3.12703746318406e-271
Ifrd1	3.84564907615179e-274	1.49323294794928	0.83	0.239	1.2415678042356e-269
Dusp16	1.21122590035537e-272	1.37213023536872	0.654	0.062	3.91044281929732e-268
Dusp1	9.79142118081236e-272	1.26808576838091	0.692	0.086	3.16116032822527e-267
Rab43	1.66771959462117e-269	1.25916589406754	0.788	0.169	5.38423271123445e-265
Tox2	9.81081408087312e-268	1.41019563981073	0.558	0.008	3.16742132600989e-263
Themis	3.63392654997506e-267	-1.49159905160561	0.807	0.938	1.17321318665945e-262
Ccr6	3.85995645092257e-267	1.69993216821201	0.577	0.021	1.24618694018035e-262
Mdfic	1.13873510985016e-264	1.2762974730555	0.618	0.046	3.67640630215123e-260
Reep5	6.37193466059697e-264	1.16136809690735	0.891	0.296	2.05717910517373e-259
Oaz1	6.39062681923419e-264	0.890466894611119	0.99	0.877	2.06321386858976e-259
Jak2	4.19642339034594e-263	1.58253446284053	0.859	0.329	1.35481529157319e-258
Irak2	6.90275043388495e-263	1.3276371151811	0.694	0.1	2.22855297757975e-258
Anxa2	4.28991003272584e-262	1.39151337480225	0.612	0.045	1.38499745406554e-257
Bcl2a1b	1.63927234513217e-261	1.42871849756468	0.611	0.046	5.29239076625922e-257
Fam129a	4.61009747777275e-261	1.18884470969371	0.618	0.045	1.48836997069893e-256
Prelid2	1.2076819834878e-256	1.11455798245507	0.602	0.041	3.89900128369036e-252
Tgif1	3.118033488647e-254	0.984454548299213	0.639	0.06	1.00665711180969e-249
Impa2	1.58512714389835e-253	1.16076344546046	0.677	0.092	5.11758298407581e-249
Raph1	2.37119035475686e-253	1.07554406283008	0.59	0.035	7.65538806033251e-249
Ppm1h	1.8537825793808e-251	-1.53374310191761	0.641	0.864	5.9849370575309e-247
Gm36975	8.01919331560675e-250	1.48885250461419	0.829	0.269	2.58899656194364e-245
Mmd	3.54646409196545e-247	1.46675126309456	0.71	0.131	1.14497593209105e-242
Nsg2	5.93150135246939e-247	-1.47479245628135	0.085	0.537	1.91498521164474e-242
Rgs10	3.74204970854541e-246	1.16119227193957	0.969	0.635	1.20812074840389e-241
Gpr68	8.36705824305119e-246	0.972224812080956	0.592	0.045	2.70130475376907e-241
Emb	9.19907406066102e-244	1.65202113109199	0.963	0.804	2.96992106048441e-239
Gem	9.52903687593683e-244	1.24238098944396	0.556	0.027	3.07644955539621e-239
Ms4a6b	3.38000475920393e-243	-1.4112450314754	0.671	0.884	1.09123453650899e-238
Gm45716	4.1016663115198e-243	1.20924860035911	0.594	0.048	1.32422296867417e-238
Actn1	1.66003126164389e-242	-1.4909690898841	0.381	0.752	5.3594109282173e-238
Adamts6	3.20603568194131e-242	1.68501793565593	0.842	0.33	1.03506861991475e-237
Lrrc8d	2.93308267720841e-241	1.25472587776747	0.749	0.166	9.46945742336735e-237
Uhrf2	4.96108931572962e-240	1.46566804438291	0.874	0.361	1.60168768558331e-235
Tpm4	2.04445229002045e-239	1.15048617591158	0.893	0.375	6.60051421833101e-235
Furin	2.07442749722137e-238	1.6452918825149	0.617	0.07	6.69728917477919e-234
Gapdh	2.15946359516043e-238	1.18163206382129	0.955	0.675	6.97182821697544e-234
Arhgef18	5.38525882843349e-238	-1.46447564581308	0.465	0.824	1.73863081275975e-233
Apbb1ip	1.60662933826439e-237	-1.41973608213003	0.667	0.855	5.18700281858658e-233
Lgals3	2.61507593830589e-236	1.89210938707005	0.539	0.026	8.44277266682057e-232
Cd44	4.72591874133467e-236	1.20715017345376	0.686	0.116	1.5257628656399e-231
Rgs1	7.80729212591161e-236	1.48513122542616	0.66	0.105	2.52058426285056e-231
Arf4	1.4982313817393e-235	1.22483828577549	0.908	0.42	4.83704001594533e-231
Endod1	1.11690291984229e-234	0.972821942393174	0.524	0.018	3.60592107671082e-230
Dgat1	1.3452867374175e-234	1.21750158216009	0.622	0.077	4.34325823175241e-230
Runx2	3.80321007991674e-232	1.23157727309273	0.615	0.071	1.22786637430112e-227
A430093F15Rik	1.36582335468662e-230	1.06228415749583	0.591	0.056	4.40956070060575e-226
Lgals7	4.72212379917007e-230	2.58593248315696	0.506	0.013	1.52453766856206e-225
Gm49180	7.06738032212511e-230	1.25436302727491	0.498	0.008	2.28170373699809e-225
Ostf1	2.2184406632879e-229	1.20574571200541	0.873	0.372	7.16223568142498e-225
Mapkapk3	3.04670466558135e-229	1.20271807727787	0.721	0.154	9.83628601282939e-225
Nr4a1	3.76476596967392e-229	1.08410719586595	0.649	0.093	1.21545469330923e-224
Neurl3	9.62957556749025e-227	1.2919695238117	0.634	0.094	3.10890847196423e-222
Cd82	1.22758473991951e-226	1.12500288216975	0.761	0.192	3.96325733283015e-222
Skil	1.68281172818133e-226	1.07930517244769	0.822	0.245	5.43295766443342e-222
Ccdc50	6.08401949018717e-226	0.926788757174762	0.65	0.091	1.96422569240693e-221
Actg1	2.66863299348965e-223	1.14928889491386	0.992	0.865	8.61568161948135e-219
Cysltr2	9.02031026074975e-223	1.39432751036331	0.533	0.034	2.91220716768306e-218
Ccn4	3.7956143262145e-222	1.32987045423275	0.492	0.011	1.22541408521835e-217
Plekho1	4.74587828224739e-221	0.826477368440573	0.536	0.033	1.53220680342357e-216
Gadd45b	9.54109974641664e-221	1.77431096645131	0.57	0.066	3.08034405313061e-216
Itpr2	1.48078558818069e-219	-1.31232716831435	0.652	0.849	4.78071627144137e-215
Ifi213	3.09337788586658e-218	-1.70979978857442	0.089	0.508	9.98697050452026e-214
Tnfrsf4	6.91729272986842e-217	1.16544112620647	0.682	0.126	2.23324795783802e-212
Fosb	3.52540104119618e-216	1.32746100272756	0.515	0.029	1.13817572615019e-211
Ptprj	6.72443906226836e-216	1.2877821172689	0.55	0.048	2.17098515125334e-211
Pdcd1	7.6251226553291e-216	1.16588747995696	0.501	0.023	2.461770849273e-211
Samsn1	1.00564657964492e-215	1.25739611822772	0.755	0.2	3.24672998238363e-211
Rpl5	1.59314643756838e-215	-0.651453475685423	0.995	0.999	5.14347327368952e-211
Rel	9.06858071584984e-214	1.58922694629869	0.833	0.348	2.92779128411212e-209
Dusp5	1.10425855427289e-212	1.15070738601239	0.645	0.115	3.56509874247004e-208
Cd200	1.99936816885865e-212	1.06979973503421	0.565	0.06	6.45496013316015e-208
Sp100	2.44816819047819e-209	-1.28535254096327	0.804	0.887	7.90391100295884e-205
mt-Nd2	8.57081554140327e-209	-0.875468298902377	0.962	0.99	2.76708779754204e-204
Lrig1	9.39849313052835e-209	1.29715957961056	0.716	0.195	3.03430350719108e-204
Tmsb10	1.95229379028445e-208	0.756333406774919	0.999	0.996	6.30298050193336e-204
Rps17	3.4061802905286e-208	-0.707000788360957	0.981	0.997	1.09968530679716e-203
Nedd4l	2.18868734100652e-207	-1.3693252835744	0.062	0.459	7.06617708043956e-203
Fam117b	8.98167986366344e-207	1.316970764149	0.824	0.286	2.89973534398374e-202
Smpdl3a	2.35063418969347e-206	1.00399878127995	0.79	0.224	7.58902248142538e-202
Rnf216	9.29846385545081e-204	0.806041091065782	0.623	0.091	3.00200905573229e-199
Pdk1	1.1877127610366e-203	-1.4480901220238	0.161	0.553	3.83453064900665e-199
Mxi1	3.43645225392957e-203	1.39480276864968	0.661	0.15	1.10945861018116e-198
Rbm3	1.0582449517557e-202	0.965376752113903	0.954	0.602	3.41654382674328e-198
Pmaip1	1.16438897712422e-201	0.886491787746539	0.476	0.019	3.75922981264554e-197
Nrip1	4.10978143193769e-201	1.18454089038099	0.951	0.586	1.32684293530108e-196
Irf2bp2	9.72670101340603e-201	0.974569952284613	0.809	0.252	3.14026542217814e-196
Rapgef4	7.65675655158059e-200	-1.5045357987365	0.079	0.47	2.47198385267779e-195
Gm10076	3.44390250586138e-199	0.965073708006897	0.934	0.537	1.11186392401735e-194
Ubl3	6.65748708265922e-199	1.0917275773368	0.837	0.302	2.14936970463653e-194
Coq10b	1.46921013975175e-198	0.954723865484438	0.78	0.227	4.74334493618854e-194
Med14	6.38134676158205e-198	1.23075297176697	0.831	0.344	2.06021780197676e-193
Orai1	6.91094460304978e-198	0.999197607252849	0.871	0.341	2.23119846509462e-193
Ric1	3.83305978786191e-197	0.921594267239226	0.659	0.129	1.23750335251122e-192
Gramd1b	1.70842796364871e-196	1.37808277523649	0.789	0.286	5.51565968063985e-192
Sik3	9.31619457104087e-196	1.11148086255427	0.934	0.552	3.00773341726055e-191
Tgfb1	1.05839187276037e-195	1.19066880372158	0.805	0.296	3.41701816120687e-191
Rps16	2.11820824256971e-195	-0.537727530009771	1	1	6.83863531113631e-191
Ece1	2.19494266173176e-195	1.71109414918202	0.635	0.15	7.08637238340099e-191
Cox7c	2.15880544903913e-194	0.870594417493638	0.957	0.657	6.96970339222282e-190
Podnl1	6.84781574408574e-194	0.85502555079	0.481	0.029	2.21081731297808e-189
Nrp1	1.13918119914512e-193	1.22196455223799	0.496	0.038	3.67784650144003e-189
Vamp8	5.845695304406e-193	1.00168132346866	0.798	0.249	1.88728272902748e-188
Rapgef6	7.73445902869443e-193	-0.995221375554073	0.931	0.959	2.497070097414e-188
Cox8a	2.26824143011253e-192	0.845778508217959	0.961	0.669	7.3230174571183e-188
Rnh1	4.28159960824851e-191	0.834551279862533	0.648	0.126	1.38231443352303e-186
Trat1	1.35725837407782e-190	-1.15450489001704	0.018	0.366	4.38190866071023e-186
Rps24	3.26585010562292e-190	-0.481070859753015	0.999	1	1.05437970660036e-185
Cpd	5.89781158334683e-190	0.852499539884194	0.473	0.027	1.90410846968352e-185
Ikzf1	8.90663976488925e-190	-0.937327430954654	0.915	0.977	2.87550864809449e-185
Nsd2	2.97081808185096e-188	0.825281638489217	0.617	0.103	9.59128617725584e-184
Hivep1	2.68881842273667e-187	0.98734553487182	0.737	0.21	8.68085027780533e-183
Nmrk1	2.9980967196588e-187	0.982279553453681	0.462	0.026	9.67935525941844e-183
Fos	7.1196146038241e-187	1.20671612185673	0.602	0.111	2.29856757484461e-182
Capns1	8.48676276643626e-187	0.834403510886438	0.787	0.225	2.73995135914395e-182
Arpc1b	1.22597723739692e-186	0.866573687101105	0.957	0.647	3.95806751093597e-182
Arpc3	2.42587433310211e-186	0.854681474818069	0.948	0.634	7.83193528442016e-182
Lamc1	7.92593164592702e-186	1.00293390672022	0.469	0.028	2.55888703188754e-181
Nt5dc3	1.15969880649298e-185	1.0728431334312	0.503	0.05	3.7440875967626e-181
Rflnb	2.19182654785336e-185	-1.28920825053342	0.073	0.444	7.07631200974457e-181
Myo1f	8.52253046755616e-185	1.04794588455096	0.464	0.029	2.75149896145051e-180
Cyth4	1.98325965833555e-184	0.885917587619323	0.752	0.212	6.40295380693633e-180
Ifi206	3.47975614490296e-184	-1.56040922302927	0.137	0.522	1.12343927138192e-179
Arhgap18	7.22829350727512e-184	1.01844850155905	0.6	0.107	2.33365455882377e-179
Il6st	1.05937318837351e-183	-1.23540812007714	0.124	0.515	3.42018633866386e-179
Ckb	1.99841451356508e-182	1.0722439409655	0.516	0.062	6.45188125704487e-178
Lrmp	5.00066729128398e-182	0.862027900282237	0.629	0.125	1.61446543499103e-177
Gm17745	1.21166338020362e-181	0.832200773247562	0.428	0.013	3.91185522298737e-177
Plek	2.77731194247429e-181	1.05057207617292	0.427	0.012	8.96655160627826e-177
Ucp2	6.17696085167772e-181	1.27408355235427	0.9	0.53	1.99423181096415e-176
Fgf13	5.25441901939321e-178	-1.79017919768453	0.046	0.401	1.6963891804111e-173
Tmem163	7.10106238630727e-178	1.39910909050899	0.441	0.021	2.2925779914193e-173
Dtx1	1.3570720295559e-177	-1.10718177609924	0.002	0.309	4.38130704742122e-173
Pik3r5	1.79206033164954e-177	-1.26351888695845	0.094	0.46	5.78566678073054e-173
Cox17	3.22145754331495e-177	0.975036112398535	0.836	0.333	1.04004756785923e-172
Myo1e	5.74564053068059e-177	1.34240501020483	0.442	0.028	1.85498004533023e-172
D16Ertd472e	7.00956220600169e-177	1.07181340267605	0.722	0.217	2.26303715820764e-172
Rpl23a	8.70388176389201e-177	-0.598051585396679	0.991	0.999	2.81004822747254e-172
Rnf125	3.97788354529196e-176	0.907774829994332	0.685	0.173	1.28425970259751e-171
Ifi208	7.34586792503877e-176	-1.33728832935619	0.085	0.448	2.37161345959877e-171
Kbtbd11	6.50694089725026e-175	-1.22873017848973	0.212	0.571	2.10076586867725e-170
Malt1	9.74930822381359e-175	1.36297979343252	0.843	0.413	3.14756416005822e-170
Plscr1	2.40499068156495e-174	0.789527642901311	0.431	0.021	7.76451241543243e-170
Slc4a7	6.06640461226847e-173	0.891340607987353	0.633	0.134	1.95853872907088e-168
Cox6c	7.34632239269447e-173	0.8575361864976	0.927	0.571	2.37176018448141e-168
Gm37529	9.80168174627586e-173	0.640402892661691	0.418	0.015	3.16447295178516e-168
Spty2d1	1.02791960337225e-172	0.906369546167818	0.648	0.149	3.3186384394873e-168
Flnb	2.2875504079077e-171	1.36855724902886	0.6	0.142	7.38535649193001e-167
Rbbp8	3.41252496862442e-171	0.945593450666127	0.56	0.094	1.10173368612039e-166
H1f0	4.73614095439211e-171	0.815019649359957	0.455	0.035	1.52906310712549e-166
Rab11fip1	5.31636336075027e-171	0.897471528248038	0.611	0.126	1.71638791101823e-166
Tmem256	1.04611742722953e-170	0.707884323442207	0.555	0.085	3.37739011381055e-166
Ccdc28b	2.08170688624779e-170	0.657056371077391	0.426	0.021	6.72079068225099e-166
Lmnb1	2.40573218903876e-170	0.914674852940061	0.716	0.2	7.76690637231164e-166
Gm31718	2.45393051365896e-170	0.797124489513425	0.417	0.016	7.92251466334795e-166
Fgfr1op	7.17210929831647e-170	0.803146839659921	0.582	0.103	2.31551548696147e-165
Itpr1	8.12125886913373e-169	1.13095878131056	0.826	0.388	2.62194842589983e-164
Ifit1bl1	1.84344496573672e-168	-1.0321071007944	0.006	0.307	5.95156207188101e-164
Ptprc	2.34308062515119e-168	-0.709152430228395	0.979	0.994	7.56463579830062e-164
Pnrc1	2.45110309365178e-168	0.826196322726001	0.963	0.648	7.91338633785478e-164
Gfod1	1.29508867457777e-167	0.804613915511206	0.52	0.073	4.18119378587433e-163
Rps23	1.58451001869949e-167	-0.504582390645712	0.998	0.999	5.1155905953713e-163
Ttc39c	1.90096980939477e-167	0.918948256275922	0.4	0.011	6.13728102963102e-163
Slfn1	7.69427537861016e-167	-1.40118157391299	0.411	0.695	2.48409680598429e-162
Crlf2	3.01795409121445e-166	0.691552155941331	0.584	0.105	9.74346478348585e-162
Atp1b1	3.71120442050062e-165	-1.0080750928033	0.032	0.355	1.19816234715863e-160
Stat4	4.52044036512192e-165	1.16430172313076	0.892	0.517	1.45942417187961e-160
Prdx2	1.53669428399423e-164	0.821539508872852	0.815	0.297	4.96121749587536e-160
AU020206	1.93404052400409e-164	1.08348031919348	0.768	0.286	6.24404983174721e-160
Glud1	8.29253216967947e-164	0.991463583202388	0.824	0.331	2.67724401098102e-159
Ehd4	1.82873668432365e-163	0.749867119260447	0.457	0.042	5.9040763853389e-159
S100a13	5.13575154201903e-163	0.850321624355962	0.809	0.294	1.65807738534084e-158
Nebl	7.08677395717656e-163	1.22828462447798	0.394	0.013	2.28796497207445e-158
Ehd1	8.25633821046418e-163	0.673055356464095	0.431	0.03	2.66555879124836e-158
Prkcb	1.97351660611586e-162	-1.29627790958589	0.521	0.751	6.37149836284505e-158
Smap1	2.17135183990607e-162	0.866753798236744	0.872	0.382	7.01020941513675e-158
Rpl41	7.41751767639242e-162	0.617017587482976	0.998	0.993	2.39474558182329e-157
Rps6	1.31177345907181e-161	-0.580849161942267	0.991	0.998	4.23506061261334e-157
Nup98	1.93982237708487e-161	0.913714766444709	0.846	0.367	6.26271654441851e-157
Stat3	7.96499238399787e-161	1.0807607937256	0.909	0.563	2.57149779117371e-156
Reep3	1.37764259915801e-160	0.910878920679504	0.732	0.227	4.44771913138165e-156
Vim	2.3033855105274e-160	1.19842106518838	0.806	0.343	7.43648012073772e-156
Cyfip1	1.52839940166779e-159	0.758578866250439	0.452	0.045	4.93443746828446e-155
Rab8b	2.03272061108067e-159	0.997978600067707	0.838	0.375	6.56263849287393e-155
Gch1	2.29067383100397e-159	0.806227076510369	0.49	0.064	7.39544046339633e-155
Mrps6	2.92941703417919e-159	0.770215572825373	0.629	0.143	9.45762289484751e-155
Vax2	4.28148627314715e-159	0.724442548650665	0.372	0.006	1.38227784328556e-154
Slc3a2	1.14872680515424e-158	0.782891755108527	0.715	0.208	3.70866449044045e-154
Pdcd1lg2	1.81475250360841e-158	0.711793381216848	0.408	0.022	5.85892845789974e-154
Ifngr1	4.27186875379558e-158	1.06750542117931	0.788	0.315	1.3791728271629e-153
Gm26532	9.47311357491038e-158	0.724144210797302	0.395	0.018	3.05839471765982e-153
Tnfrsf9	4.11203324099511e-157	1.25161276346402	0.488	0.073	1.32756993185527e-152
Lsp1	5.95606263281476e-157	0.943941872629156	0.926	0.576	1.92291482100424e-152
Myb	5.96400384079944e-157	1.03615445370866	0.555	0.11	1.9254786400021e-152
Atpif1	8.44918934771227e-157	0.732813945943533	0.679	0.173	2.72782078090891e-152
Nfil3	1.47945600624765e-155	0.649963545198015	0.388	0.016	4.77642371617055e-151
Gm12840	2.10139717389898e-155	-1.26107471946824	0.405	0.679	6.78436077593284e-151
Syt11	2.82984307403094e-155	0.659876609329074	0.524	0.083	9.13614836450889e-151
Ptpn11	3.66411741152783e-154	0.792291428523163	0.619	0.15	1.18296030631176e-149
Ubb	5.23846041400349e-154	0.662228407109505	0.991	0.964	1.69123694466103e-149
Chp1	7.49099500964017e-154	0.754991995617286	0.647	0.163	2.41846773886233e-149
Oprm1	3.5377574333552e-153	-1.28241277006367	0.357	0.652	1.14216498735873e-148
Calm3	8.19555060607634e-153	0.783981163726141	0.798	0.289	2.64593351317175e-148
Rpl38	1.57128232242281e-152	0.520255622754477	0.997	0.987	5.07288497794203e-148
Bach2	3.48785354004372e-152	-0.858301740841751	0.805	0.967	1.12605351540312e-147
Ifi209	4.31539724609564e-152	-1.31114237333237	0.167	0.506	1.39322600090198e-147
Ndrg1	4.35957402981073e-152	0.893835675082113	0.427	0.04	1.40748847552439e-147
Ttc39b	4.51384346349564e-152	0.75808711456412	0.772	0.255	1.45729436218957e-147
Tespa1	7.28813385249813e-152	-1.29418976903752	0.363	0.642	2.35297401427902e-147
Nfatc1	8.17083760306392e-152	0.986209317625296	0.807	0.355	2.63795492014919e-147
Otud7b	1.34491187341455e-151	0.693693930884501	0.613	0.139	4.34204798331887e-147
Pkp3	1.81162402029915e-151	0.826977679679988	0.593	0.138	5.84882814953582e-147
Srgap3	2.52747450613357e-151	0.867066809680466	0.376	0.014	8.15995144305222e-147
Chka	3.25511922302747e-151	0.847416134833648	0.6	0.141	1.05091524115442e-146
Nfkbia	3.2827905206795e-151	1.28211883272997	0.847	0.428	1.05984891960138e-146
Slc29a1	3.8524336400797e-151	0.702610178928751	0.45	0.05	1.24375820069973e-146
Nucb1	3.88479930251972e-151	0.59358765200408	0.569	0.11	1.25420745481849e-146
2310001H17Rik	4.93651909675296e-151	0.925297579842315	0.632	0.171	1.59375519038669e-146
Anp32a	8.06162416435493e-151	0.856011138927573	0.944	0.63	2.60269536146199e-146
Pfkp	2.54819164320461e-150	0.82158717302959	0.767	0.272	8.22683672008609e-146
Gnas	2.68134851553405e-150	0.790572212302377	0.94	0.641	8.65673368240166e-146
Ptprs	5.77036867435045e-150	0.643356068941255	0.406	0.028	1.86296352651404e-145
Slc38a1	8.78035642212816e-150	0.880546568117932	0.811	0.33	2.83473807088408e-145
Chsy1	2.7163169135668e-149	0.674561594854572	0.403	0.028	8.76962915545042e-145
Cdc14a	3.50742977434603e-149	0.812046519593644	0.628	0.161	1.13237370264761e-144
Rps20	4.22346670501054e-149	-0.536051747187993	0.999	1	1.36354622571265e-144
Ppfibp1	1.21948484046569e-148	0.593806732525069	0.383	0.018	3.93710680744347e-144
Cd80	1.85727817582077e-148	0.871160295995426	0.403	0.031	5.99622259063735e-144
E130308A19Rik	3.76601503942115e-148	0.997202204531546	0.499	0.087	1.21585795547712e-143
Sh3pxd2a	4.39816892582223e-148	-0.950761905394259	0.028	0.32	1.41994883770171e-143
Gng2	6.20079554819429e-148	0.784085337426192	0.736	0.242	2.00192684273453e-143
A630014C17Rik	9.26616921981569e-148	-1.23197397271518	0.182	0.505	2.9915827326175e-143
Unc119	3.61404088908976e-147	0.575946837718234	0.413	0.035	1.16679310104263e-142
Eml4	1.9431846882578e-146	0.875536343291168	0.888	0.476	6.27357176604032e-142
Plxdc2	6.2022780427848e-146	1.14670590793001	0.41	0.04	2.00240546611307e-141
Elk3	7.13036290231504e-146	0.847760315433971	0.812	0.323	2.30203766301241e-141
Gstp3	8.02927781502434e-146	0.698612912671322	0.606	0.144	2.59225234258061e-141
Myl6	1.29057885351776e-145	0.719634105254357	0.985	0.884	4.16663382858208e-141
Tbx21	1.32146612683468e-145	0.835757782839953	0.364	0.013	4.26635339048577e-141
Tob2	1.3503067107229e-145	0.829168495945263	0.688	0.213	4.35946521556889e-141
AW112010	1.55514197863853e-145	1.11631368301499	0.841	0.411	5.02077587803449e-141
Serf2	2.00730699828251e-145	0.642856628560429	0.975	0.829	6.48059064395508e-141
Ifitm2	3.36689675542865e-145	0.863262354439525	0.385	0.024	1.08700261749014e-140
Sh3rf1	1.17282346259769e-144	0.860177424608487	0.522	0.097	3.78646054899665e-140
Cerk	1.44538505431132e-144	0.753384322001426	0.517	0.094	4.66642564784411e-140
Dip2b	1.97243628587483e-144	0.985163699901158	0.91	0.58	6.36801054894688e-140
Hip1	2.19765249857894e-144	0.888047153452166	0.385	0.024	7.09512109166211e-140
Rere	2.96686803800998e-144	-1.18534018878927	0.427	0.679	9.57853346071522e-140
Prkar1a	7.33474952476051e-144	0.765782148180862	0.88	0.427	2.36802388406893e-139
