p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.1006856060861	0.874	0.631	0	0	Dennd4a
0	1.09856811451677	0.876	0.605	0	0	Malt1
0	1.09718184871323	0.915	0.648	0	0	Stat3
0	1.09368734895215	0.95	0.663	0	0	Btg2
0	1.07868895452322	0.35	0.033	0	0	Ablim3
0	1.0750134822409	0.767	0.272	0	0	Pde7a
0	1.07477144966069	0.7	0.23	0	0	Dgat1
0	1.06912057737251	0.804	0.472	0	0	Jak2
0	1.05572699910595	0.499	0.195	0	0	Ccr6
0	1.05199201077342	0.331	0.068	0	0	Tff1
0	1.05153508075211	0.512	0.1	0	0	Ccn4
0	1.05065890821491	0.868	0.498	0	0	Nt5e
0	1.05058526120686	0.538	0.105	0	0	Tox2
0	1.03712335393687	0.848	0.511	0	0	Ifrd1
0	1.03372482009067	0.82	0.327	0	0	Irf2bp2
0	1.03290069600379	0.454	0.043	0	0	Gm49180
0	1.0266139963438	0.826	0.355	0	0	Stk39
0	1.02598961677873	0.621	0.158	0	0	Chst11
0	1.02398088329329	0.945	0.612	0	0	Nrip1
0	1.02090084400806	0.919	0.582	0	0	Tnfaip3
0	1.01731552282696	0.581	0.151	0	0	Ckb
0	1.01614716331892	0.591	0.178	0	0	Gem
0	1.0024499475252	0.733	0.392	0	0	Epb41
0	1.00020597969023	0.703	0.327	0	0	Bcl2a1b
0	0.997798275164982	0.704	0.343	0	0	Phactr2
0	0.993176371893227	0.344	0.034	0	0	Plxdc2
0	0.990082899658408	0.511	0.081	0	0	Cd40lg
0	0.984523312769534	0.775	0.335	0	0	Rnf19a
0	0.980170001244811	0.499	0.065	0	0	Nmrk1
0	0.979615505260281	0.829	0.516	0	0	Adamts6
0	0.972875307158077	0.679	0.299	0	0	Tspan5
0	0.971682194785389	0.811	0.473	0	0	Gm15283
0	0.969311949008169	0.792	0.334	0	0	Gtf2i
0	0.966141437541006	0.619	0.138	0	0	Prelid2
0	0.961220520658471	0.96	0.766	0	0	Hivep2
0	0.956451393461033	0.851	0.449	0	0	Themis
0	0.952534362739154	0.847	0.447	0	0	Nup98
0	0.950844180602698	0.48	0.158	0	0	Ifitm3
0	0.949290766671011	0.924	0.618	0	0	Gna13
0	0.935822596422204	0.801	0.454	0	0	Fam117b
0	0.932175214762601	0.545	0.209	0	0	Rgcc
0	0.930978898445582	0.89	0.545	0	0	Znrf1
0	0.928885760905983	0.338	0.032	0	0	4933406I18Rik
0	0.927901922380792	0.937	0.649	0	0	Sla
0	0.926423551656447	0.755	0.395	0	0	Clasp2
0	0.917069660684807	0.327	0.091	0	0	Serpinb1a
0	0.913638462098243	0.851	0.518	0	0	Gm36975
0	0.912948128920657	0.935	0.692	0	0	Sik3
0	0.901470713764822	0.387	0.094	0	0	Ntrk3
0	0.900537105371426	0.978	0.809	0	0	Rgs10
0	0.898623344365957	0.87	0.508	0	0	Pde4b
0	0.894334660961115	0.441	0.04	0	0	Tgfbr3
0	0.889224236420558	0.822	0.411	0	0	Rab43
0	0.887363715225313	0.811	0.474	0	0	D16Ertd472e
0	0.886104151727219	0.802	0.372	0	0	Coq10b
0	0.88578346851512	0.794	0.451	0	0	Mapkapk3
0	0.881097903653656	0.743	0.405	0	0	Dusp5
0	0.874158864826615	0.913	0.598	0	0	Aebp2
0	0.873565603111652	0.965	0.713	0	0	Ubash3b
0	0.865704707639978	0.504	0.146	0	0	St3gal3
0	0.862505629309654	0.66	0.197	0	0	Dusp16
0	0.858008692701944	0.857	0.486	0	0	Gpr132
0	0.84692881951694	0.542	0.23	0	0	Myb
0	0.846591734399802	0.895	0.678	0	0	Dip2b
0	0.828754508208765	0.745	0.41	0	0	Tex2
0	0.82864164359104	0.368	0.041	0	0	Vdr
0	0.826742471240362	0.463	0.109	0	0	Lta
0	0.823628294293629	0.931	0.651	0	0	Cd4
0	0.823219128738178	0.456	0.117	0	0	Plek
0	0.818284107071316	0.699	0.316	0	0	Tob2
0	0.806415554526895	0.844	0.564	0	0	Med13
0	0.806172331680488	0.745	0.399	0	0	Lrrc8d
0	0.804960543479435	0.579	0.21	0	0	Tmem163
0	0.804109628005573	0.678	0.259	0	0	Ric1
0	0.803135685718329	0.918	0.715	0	0	Jarid2
0	0.801695848098813	0.842	0.476	0	0	Prdx6
0	0.80157769548328	0.302	0.042	0	0	Tcrg-C2
0	0.800637877599571	0.773	0.414	0	0	Galnt2
0	0.800538825014658	0.882	0.532	0	0	Orai1
0	0.800161220443715	0.382	0.058	0	0	Plod2
0	0.800082555321309	0.686	0.307	0	0	Impa2
0	0.798730465422792	0.909	0.641	0	0	Ppp1r16b
0	0.796269300299745	0.817	0.48	0	0	Slc38a1
0	0.794174571405497	0.492	0.081	0	0	Kcnmb4
0	0.791783965210389	0.848	0.439	0	0	Skil
0	0.789530204123307	0.834	0.518	0	0	Ss18
0	0.779155826651525	0.323	0.053	0	0	Zeb2
0	0.777288025589678	0.648	0.246	0	0	Nr4a1
0	0.776331361016651	0.501	0.142	0	0	Shld1
0	0.772942980927461	0.447	0.067	0	0	Vax2
0	0.77221601856393	0.828	0.526	0	0	Tgfbr2
0	0.767414391169887	0.993	0.926	0	0	Ndfip1
0	0.765486431254542	0.451	0.114	0	0	Ifitm2
0	0.763129324860498	0.861	0.589	0	0	Spag9
0	0.762734322163065	0.923	0.712	0	0	Arf4
0	0.760247807333709	0.735	0.356	0	0	Rnf125
